Trans	Position
ENST00000650617.1	1795
ENST00000648579.1	1813
ENST00000650617.1	1821
ENST00000648579.1	1839
ENST00000338970.10	123
ENST00000465325.1	112
ENST00000396203.7	187
ENST00000416518.1	172
ENST00000435633.5	436
ENST00000479563.5	64
ENST00000465280.1	50
ENST00000481798.1	9
ENST00000338970.10	311
ENST00000396203.7	375
ENST00000416518.1	360
ENST00000435633.5	624
ENST00000479563.5	252
ENST00000481798.1	197
ENST00000461368.1	148
ENST00000338970.10	382
ENST00000396203.7	446
ENST00000416518.1	431
ENST00000435633.5	695
ENST00000479563.5	323
ENST00000481798.1	369
ENST00000338970.10	428
ENST00000396203.7	492
ENST00000416518.1	475
ENST00000435633.5	741
ENST00000479563.5	369
ENST00000481798.1	415
ENST00000649142.1	714
ENST00000420891.5	522
ENST00000314529.10	488
ENST00000418905.1	246
ENST00000649142.1	758
ENST00000314529.10	532
ENST00000418905.1	290
ENST00000649142.1	822
ENST00000314529.10	596
ENST00000418905.1	354
ENST00000649142.1	972
ENST00000314529.10	746
ENST00000418905.1	504
ENST00000649142.1	1004
ENST00000314529.10	778
ENST00000418905.1	536
ENST00000649142.1	1829
ENST00000314529.10	1603
ENST00000418905.1	1361
ENST00000649142.1	1833
ENST00000314529.10	1607
ENST00000418905.1	1365
ENST00000649142.1	1837
ENST00000314529.10	1611
ENST00000418905.1	1369
ENST00000649142.1	1845
ENST00000314529.10	1619
ENST00000418905.1	1377
ENST00000649142.1	1880
ENST00000314529.10	1654
ENST00000418905.1	1412
ENST00000649142.1	1916
ENST00000314529.10	1690
ENST00000418905.1	1448
ENST00000403205.6	626
ENST00000310898.5	862
ENST00000431278.5	715
ENST00000339296.10	780
ENST00000462161.5	452
ENST00000453351.1	510
ENST00000492098.1	410
ENST00000339296.10	4121
ENST00000339296.10	4143
ENST00000396185.8	250
ENST00000715148.1	229
ENST00000642986.1	222
ENST00000644678.1	220
ENST00000396183.7	205
ENST00000643031.1	205
ENST00000645982.1	197
ENST00000453024.6	194
ENST00000647264.1	169
ENST00000715149.1	168
ENST00000646174.1	167
ENST00000645927.2	167
ENST00000643992.1	160
ENST00000642886.1	153
ENST00000643052.1	152
ENST00000715150.1	152
ENST00000715151.1	151
ENST00000488914.2	139
ENST00000644138.1	134
ENST00000645276.1	134
ENST00000646074.1	134
ENST00000642426.1	134
ENST00000715152.1	134
ENST00000715153.1	134
ENST00000349496.11	134
ENST00000644906.2	134
ENST00000715155.1	134
ENST00000646116.1	114
ENST00000644873.1	101
ENST00000643865.1	36
ENST00000644867.1	18
ENST00000646725.1	3
ENST00000643541.1	420
ENST00000426215.6	459
ENST00000645210.1	316
ENST00000646381.1	440
ENST00000405570.6	293
ENST00000642248.1	271
ENST00000433400.6	856
ENST00000642992.1	280
ENST00000431914.6	246
ENST00000642836.1	352
ENST00000396185.8	425
ENST00000715148.1	404
ENST00000642986.1	529
ENST00000644678.1	527
ENST00000396183.7	380
ENST00000643031.1	380
ENST00000645982.1	372
ENST00000453024.6	501
ENST00000647264.1	476
ENST00000645900.1	428
ENST00000715149.1	343
ENST00000646174.1	281
ENST00000645927.2	342
ENST00000643992.1	335
ENST00000647390.1	280
ENST00000642886.1	328
ENST00000643052.1	327
ENST00000715150.1	327
ENST00000715151.1	326
ENST00000488914.2	314
ENST00000644138.1	309
ENST00000645276.1	309
ENST00000646074.1	309
ENST00000642426.1	321
ENST00000715152.1	309
ENST00000715153.1	309
ENST00000349496.11	309
ENST00000644906.2	309
ENST00000715155.1	309
ENST00000646116.1	421
ENST00000644873.1	276
ENST00000643865.1	211
ENST00000644867.1	265
ENST00000646725.1	190
ENST00000645493.1	382
ENST00000646369.1	250
ENST00000643977.1	227
ENST00000647413.2	215
ENST00000644524.1	577
ENST00000645305.1	415
ENST00000643297.1	414
ENST00000450969.6	413
ENST00000642315.1	382
ENST00000645320.1	1938
ENST00000441708.2	1535
ENST00000647021.1	616
ENST00000643541.1	556
ENST00000426215.6	595
ENST00000645210.1	452
ENST00000646381.1	576
ENST00000405570.6	429
ENST00000642248.1	407
ENST00000433400.6	992
ENST00000642992.1	416
ENST00000431914.6	382
ENST00000642836.1	488
ENST00000396185.8	561
ENST00000715148.1	540
ENST00000642986.1	665
ENST00000644678.1	663
ENST00000396183.7	516
ENST00000643031.1	516
ENST00000645982.1	508
ENST00000453024.6	637
ENST00000647264.1	612
ENST00000645900.1	564
ENST00000715149.1	479
ENST00000646174.1	417
ENST00000645927.2	478
ENST00000643992.1	471
ENST00000647390.1	416
ENST00000642886.1	464
ENST00000643052.1	463
ENST00000715150.1	463
ENST00000715151.1	462
ENST00000488914.2	450
ENST00000644138.1	445
ENST00000645276.1	445
ENST00000646074.1	445
ENST00000642426.1	457
ENST00000715152.1	445
ENST00000715153.1	445
ENST00000349496.11	445
ENST00000644906.2	445
ENST00000715155.1	445
ENST00000646116.1	557
ENST00000644873.1	412
ENST00000643865.1	347
ENST00000644867.1	401
ENST00000646725.1	326
ENST00000645493.1	518
ENST00000646369.1	386
ENST00000643977.1	363
ENST00000647413.2	351
ENST00000644524.1	713
ENST00000645305.1	551
ENST00000643297.1	550
ENST00000450969.6	549
ENST00000642315.1	518
ENST00000645320.1	2074
ENST00000441708.2	1671
ENST00000647021.1	752
ENST00000643541.1	629
ENST00000426215.6	668
ENST00000645210.1	525
ENST00000646381.1	649
ENST00000405570.6	502
ENST00000642248.1	480
ENST00000433400.6	1065
ENST00000642992.1	489
ENST00000431914.6	455
ENST00000642836.1	561
ENST00000396185.8	634
ENST00000715148.1	613
ENST00000644678.1	736
ENST00000396183.7	589
ENST00000643031.1	589
ENST00000645982.1	581
ENST00000453024.6	710
ENST00000647264.1	685
ENST00000645900.1	637
ENST00000715149.1	552
ENST00000646174.1	490
ENST00000645927.2	551
ENST00000643992.1	544
ENST00000647390.1	489
ENST00000643052.1	536
ENST00000715150.1	536
ENST00000715151.1	535
ENST00000644138.1	518
ENST00000645276.1	524
ENST00000646074.1	518
ENST00000642426.1	530
ENST00000715152.1	518
ENST00000715153.1	518
ENST00000349496.11	518
ENST00000644906.2	518
ENST00000715155.1	518
ENST00000646116.1	630
ENST00000644873.1	485
ENST00000643865.1	420
ENST00000644867.1	474
ENST00000646725.1	399
ENST00000645493.1	591
ENST00000646369.1	459
ENST00000643977.1	436
ENST00000647413.2	424
ENST00000644524.1	786
ENST00000645305.1	624
ENST00000643297.1	623
ENST00000450969.6	622
ENST00000642315.1	591
ENST00000645320.1	2147
ENST00000441708.2	1744
ENST00000647021.1	825
ENST00000643541.1	790
ENST00000426215.6	829
ENST00000645210.1	686
ENST00000646381.1	810
ENST00000405570.6	663
ENST00000642248.1	641
ENST00000433400.6	1226
ENST00000642992.1	650
ENST00000431914.6	616
ENST00000642836.1	722
ENST00000396185.8	795
ENST00000715148.1	774
ENST00000642986.1	788
ENST00000644678.1	897
ENST00000396183.7	750
ENST00000643031.1	750
ENST00000645982.1	742
ENST00000453024.6	871
ENST00000647264.1	846
ENST00000645900.1	798
ENST00000715149.1	713
ENST00000646174.1	651
ENST00000645927.2	712
ENST00000643992.1	705
ENST00000647390.1	650
ENST00000642886.1	587
ENST00000643052.1	697
ENST00000715150.1	697
ENST00000715151.1	696
ENST00000488914.2	535
ENST00000644138.1	679
ENST00000645276.1	685
ENST00000646074.1	679
ENST00000642426.1	691
ENST00000715152.1	679
ENST00000715153.1	679
ENST00000349496.11	679
ENST00000644906.2	679
ENST00000715155.1	679
ENST00000646116.1	791
ENST00000644873.1	646
ENST00000643865.1	581
ENST00000644867.1	635
ENST00000646725.1	560
ENST00000645493.1	752
ENST00000646369.1	620
ENST00000643977.1	597
ENST00000647413.2	585
ENST00000644524.1	947
ENST00000645305.1	785
ENST00000643297.1	784
ENST00000450969.6	783
ENST00000642315.1	752
ENST00000645320.1	2308
ENST00000441708.2	1905
ENST00000647021.1	986
ENST00000643541.1	794
ENST00000426215.6	833
ENST00000645210.1	690
ENST00000646381.1	814
ENST00000405570.6	667
ENST00000642248.1	645
ENST00000433400.6	1230
ENST00000642992.1	654
ENST00000431914.6	620
ENST00000642836.1	726
ENST00000396185.8	799
ENST00000715148.1	778
ENST00000642986.1	792
ENST00000644678.1	901
ENST00000396183.7	754
ENST00000643031.1	754
ENST00000645982.1	746
ENST00000453024.6	875
ENST00000647264.1	850
ENST00000645900.1	802
ENST00000715149.1	717
ENST00000646174.1	655
ENST00000645927.2	716
ENST00000643992.1	709
ENST00000647390.1	654
ENST00000642886.1	591
ENST00000643052.1	701
ENST00000715150.1	701
ENST00000715151.1	700
ENST00000488914.2	539
ENST00000644138.1	683
ENST00000645276.1	689
ENST00000646074.1	683
ENST00000642426.1	695
ENST00000715152.1	683
ENST00000715153.1	683
ENST00000349496.11	683
ENST00000644906.2	683
ENST00000715155.1	683
ENST00000646116.1	795
ENST00000644873.1	650
ENST00000643865.1	585
ENST00000644867.1	639
ENST00000646725.1	564
ENST00000645493.1	756
ENST00000646369.1	624
ENST00000643977.1	601
ENST00000647413.2	589
ENST00000644524.1	951
ENST00000645305.1	789
ENST00000643297.1	788
ENST00000450969.6	787
ENST00000642315.1	756
ENST00000645320.1	2312
ENST00000441708.2	1909
ENST00000647021.1	990
ENST00000643541.1	799
ENST00000426215.6	838
ENST00000645210.1	695
ENST00000646381.1	819
ENST00000405570.6	672
ENST00000642248.1	650
ENST00000433400.6	1235
ENST00000642992.1	659
ENST00000431914.6	625
ENST00000642836.1	731
ENST00000396185.8	804
ENST00000715148.1	783
ENST00000642986.1	797
ENST00000644678.1	906
ENST00000396183.7	759
ENST00000643031.1	759
ENST00000645982.1	751
ENST00000453024.6	880
ENST00000647264.1	855
ENST00000645900.1	807
ENST00000715149.1	722
ENST00000646174.1	660
ENST00000645927.2	721
ENST00000643992.1	714
ENST00000647390.1	659
ENST00000642886.1	596
ENST00000643052.1	706
ENST00000715150.1	706
ENST00000715151.1	705
ENST00000488914.2	544
ENST00000644138.1	688
ENST00000645276.1	694
ENST00000646074.1	688
ENST00000642426.1	700
ENST00000715152.1	688
ENST00000715153.1	688
ENST00000349496.11	688
ENST00000644906.2	688
ENST00000715155.1	688
ENST00000646116.1	800
ENST00000644873.1	655
ENST00000643865.1	590
ENST00000644867.1	644
ENST00000646725.1	569
ENST00000645493.1	761
ENST00000646369.1	629
ENST00000643977.1	606
ENST00000647413.2	594
ENST00000644524.1	956
ENST00000645305.1	794
ENST00000643297.1	793
ENST00000450969.6	792
ENST00000642315.1	761
ENST00000645320.1	2317
ENST00000441708.2	1914
ENST00000647021.1	995
ENST00000643541.1	816
ENST00000426215.6	855
ENST00000645210.1	712
ENST00000646381.1	836
ENST00000405570.6	689
ENST00000642248.1	667
ENST00000433400.6	1252
ENST00000642992.1	676
ENST00000431914.6	642
ENST00000642836.1	748
ENST00000396185.8	821
ENST00000715148.1	800
ENST00000642986.1	814
ENST00000644678.1	923
ENST00000396183.7	776
ENST00000643031.1	776
ENST00000645982.1	768
ENST00000453024.6	897
ENST00000647264.1	872
ENST00000645900.1	824
ENST00000715149.1	739
ENST00000646174.1	677
ENST00000645927.2	738
ENST00000643992.1	731
ENST00000647390.1	676
ENST00000642886.1	613
ENST00000643052.1	723
ENST00000715150.1	723
ENST00000715151.1	722
ENST00000644138.1	705
ENST00000645276.1	711
ENST00000646074.1	705
ENST00000642426.1	717
ENST00000715152.1	705
ENST00000715153.1	705
ENST00000349496.11	705
ENST00000644906.2	705
ENST00000715155.1	705
ENST00000646116.1	817
ENST00000644873.1	672
ENST00000643865.1	607
ENST00000644867.1	661
ENST00000646725.1	586
ENST00000645493.1	778
ENST00000646369.1	646
ENST00000643977.1	623
ENST00000647413.2	611
ENST00000644524.1	973
ENST00000645305.1	811
ENST00000643297.1	810
ENST00000450969.6	809
ENST00000642315.1	778
ENST00000645320.1	2334
ENST00000441708.2	1931
ENST00000647021.1	1012
ENST00000643541.1	1535
ENST00000426215.6	1574
ENST00000645210.1	1431
ENST00000646381.1	1555
ENST00000405570.6	1408
ENST00000642248.1	1386
ENST00000433400.6	1971
ENST00000642992.1	1395
ENST00000431914.6	1361
ENST00000642836.1	1467
ENST00000396185.8	1540
ENST00000715148.1	1519
ENST00000642986.1	1533
ENST00000644678.1	1642
ENST00000396183.7	1495
ENST00000643031.1	1495
ENST00000645982.1	1487
ENST00000453024.6	1616
ENST00000647264.1	1591
ENST00000645900.1	1543
ENST00000715149.1	1458
ENST00000646174.1	1396
ENST00000645927.2	1457
ENST00000643992.1	1450
ENST00000647390.1	1395
ENST00000642886.1	1332
ENST00000643052.1	1442
ENST00000715150.1	1438
ENST00000715151.1	1441
ENST00000644138.1	1424
ENST00000645276.1	1430
ENST00000646074.1	1424
ENST00000642426.1	1436
ENST00000715152.1	1424
ENST00000715153.1	1424
ENST00000349496.11	1424
ENST00000644906.2	1424
ENST00000715155.1	1424
ENST00000646116.1	1536
ENST00000644873.1	1391
ENST00000643865.1	1326
ENST00000644867.1	1380
ENST00000646725.1	1305
ENST00000645493.1	1497
ENST00000646369.1	1365
ENST00000643977.1	1342
ENST00000647413.2	1330
ENST00000644524.1	1692
ENST00000645305.1	1614
ENST00000643297.1	1529
ENST00000450969.6	1528
ENST00000642315.1	1497
ENST00000645320.1	3053
ENST00000441708.2	2650
ENST00000647021.1	1731
ENST00000645763.1	276
ENST00000485265.2	145
ENST00000643541.1	1626
ENST00000426215.6	1665
ENST00000645210.1	1522
ENST00000646381.1	1646
ENST00000405570.6	1499
ENST00000642248.1	1477
ENST00000433400.6	2062
ENST00000642992.1	1486
ENST00000431914.6	1452
ENST00000642836.1	1558
ENST00000396185.8	1631
ENST00000715148.1	1610
ENST00000642986.1	1624
ENST00000644678.1	1733
ENST00000396183.7	1586
ENST00000643031.1	1586
ENST00000645982.1	1578
ENST00000453024.6	1707
ENST00000647264.1	1682
ENST00000645900.1	1634
ENST00000715149.1	1549
ENST00000646174.1	1487
ENST00000645927.2	1548
ENST00000643992.1	1541
ENST00000647390.1	1486
ENST00000642886.1	1423
ENST00000643052.1	1533
ENST00000715150.1	1529
ENST00000715151.1	1532
ENST00000644138.1	1515
ENST00000645276.1	1521
ENST00000646074.1	1515
ENST00000642426.1	1527
ENST00000715152.1	1515
ENST00000715153.1	1515
ENST00000349496.11	1515
ENST00000644906.2	1515
ENST00000715155.1	1515
ENST00000646116.1	1627
ENST00000644873.1	1482
ENST00000643865.1	1417
ENST00000644867.1	1471
ENST00000646725.1	1396
ENST00000645493.1	1588
ENST00000646369.1	1456
ENST00000643977.1	1433
ENST00000647413.2	1421
ENST00000644524.1	1783
ENST00000645305.1	1705
ENST00000643297.1	1620
ENST00000450969.6	1619
ENST00000642315.1	1588
ENST00000645320.1	3144
ENST00000441708.2	2741
ENST00000647021.1	1822
ENST00000645763.1	367
ENST00000485265.2	236
ENST00000643541.1	1692
ENST00000426215.6	1731
ENST00000645210.1	1588
ENST00000646381.1	1712
ENST00000405570.6	1565
ENST00000642248.1	1543
ENST00000433400.6	2128
ENST00000642992.1	1552
ENST00000431914.6	1518
ENST00000642836.1	1624
ENST00000396185.8	1697
ENST00000715148.1	1676
ENST00000642986.1	1690
ENST00000644678.1	1799
ENST00000396183.7	1652
ENST00000643031.1	1652
ENST00000645982.1	1644
ENST00000453024.6	1773
ENST00000647264.1	1748
ENST00000645900.1	1700
ENST00000715149.1	1615
ENST00000646174.1	1553
ENST00000645927.2	1614
ENST00000643992.1	1607
ENST00000647390.1	1552
ENST00000642886.1	1489
ENST00000643052.1	1599
ENST00000715150.1	1595
ENST00000715151.1	1598
ENST00000644138.1	1581
ENST00000645276.1	1587
ENST00000646074.1	1581
ENST00000642426.1	1593
ENST00000715152.1	1581
ENST00000715153.1	1581
ENST00000349496.11	1581
ENST00000644906.2	1581
ENST00000715155.1	1581
ENST00000646116.1	1693
ENST00000644873.1	1548
ENST00000643865.1	1483
ENST00000644867.1	1537
ENST00000646725.1	1462
ENST00000645493.1	1654
ENST00000646369.1	1522
ENST00000643977.1	1499
ENST00000647413.2	1487
ENST00000644524.1	1849
ENST00000645305.1	1771
ENST00000643297.1	1686
ENST00000450969.6	1685
ENST00000642315.1	1654
ENST00000645320.1	3210
ENST00000441708.2	2807
ENST00000647021.1	1888
ENST00000645763.1	433
ENST00000485265.2	302
ENST00000643541.1	1701
ENST00000426215.6	1740
ENST00000645210.1	1597
ENST00000646381.1	1721
ENST00000405570.6	1574
ENST00000642248.1	1552
ENST00000433400.6	2137
ENST00000642992.1	1561
ENST00000431914.6	1527
ENST00000642836.1	1633
ENST00000396185.8	1706
ENST00000715148.1	1685
ENST00000642986.1	1699
ENST00000644678.1	1808
ENST00000396183.7	1661
ENST00000643031.1	1661
ENST00000645982.1	1653
ENST00000453024.6	1782
ENST00000647264.1	1757
ENST00000645900.1	1709
ENST00000715149.1	1624
ENST00000646174.1	1562
ENST00000645927.2	1623
ENST00000643992.1	1616
ENST00000647390.1	1561
ENST00000642886.1	1498
ENST00000643052.1	1608
ENST00000715150.1	1604
ENST00000715151.1	1607
ENST00000644138.1	1590
ENST00000645276.1	1596
ENST00000646074.1	1590
ENST00000642426.1	1602
ENST00000715152.1	1590
ENST00000715153.1	1590
ENST00000349496.11	1590
ENST00000644906.2	1590
ENST00000715155.1	1590
ENST00000646116.1	1702
ENST00000644873.1	1557
ENST00000643865.1	1492
ENST00000644867.1	1546
ENST00000646725.1	1471
ENST00000645493.1	1663
ENST00000646369.1	1531
ENST00000643977.1	1508
ENST00000647413.2	1496
ENST00000644524.1	1858
ENST00000645305.1	1780
ENST00000643297.1	1695
ENST00000450969.6	1694
ENST00000642315.1	1663
ENST00000645320.1	3219
ENST00000441708.2	2816
ENST00000647021.1	1897
ENST00000645763.1	442
ENST00000485265.2	311
ENST00000643541.1	1795
ENST00000426215.6	1834
ENST00000645210.1	1691
ENST00000646381.1	1815
ENST00000405570.6	1668
ENST00000642248.1	1646
ENST00000433400.6	2231
ENST00000642992.1	1655
ENST00000431914.6	1621
ENST00000642836.1	1727
ENST00000396185.8	1800
ENST00000715148.1	1779
ENST00000642986.1	1793
ENST00000644678.1	1902
ENST00000396183.7	1755
ENST00000643031.1	1755
ENST00000645982.1	1747
ENST00000453024.6	1876
ENST00000647264.1	1851
ENST00000645900.1	1803
ENST00000715149.1	1718
ENST00000646174.1	1656
ENST00000645927.2	1717
ENST00000643992.1	1710
ENST00000647390.1	1655
ENST00000642886.1	1592
ENST00000643052.1	1702
ENST00000715150.1	1698
ENST00000715151.1	1701
ENST00000644138.1	1684
ENST00000645276.1	1690
ENST00000646074.1	1684
ENST00000642426.1	1696
ENST00000715152.1	1684
ENST00000715153.1	1684
ENST00000349496.11	1684
ENST00000644906.2	1684
ENST00000715155.1	1684
ENST00000646116.1	1796
ENST00000644873.1	1651
ENST00000643865.1	1586
ENST00000644867.1	1640
ENST00000646725.1	1565
ENST00000645493.1	1757
ENST00000646369.1	1625
ENST00000643977.1	1602
ENST00000647413.2	1590
ENST00000644524.1	1952
ENST00000645305.1	1874
ENST00000643297.1	1789
ENST00000450969.6	1788
ENST00000642315.1	1757
ENST00000645320.1	3313
ENST00000441708.2	2910
ENST00000647021.1	1991
ENST00000645763.1	536
ENST00000485265.2	405
ENST00000643541.1	2565
ENST00000426215.6	2604
ENST00000645210.1	2461
ENST00000646381.1	2585
ENST00000405570.6	2438
ENST00000642248.1	2416
ENST00000433400.6	3001
ENST00000642992.1	2425
ENST00000431914.6	2391
ENST00000642836.1	2497
ENST00000396185.8	2570
ENST00000715148.1	2543
ENST00000642986.1	2563
ENST00000644678.1	2672
ENST00000396183.7	2525
ENST00000643031.1	2525
ENST00000645982.1	2517
ENST00000453024.6	2646
ENST00000647264.1	2555
ENST00000645900.1	2573
ENST00000646174.1	2426
ENST00000645927.2	2511
ENST00000643992.1	2480
ENST00000647390.1	2425
ENST00000642886.1	2362
ENST00000643052.1	4169
ENST00000715150.1	2468
ENST00000715151.1	2465
ENST00000645276.1	2460
ENST00000646074.1	2529
ENST00000642426.1	2466
ENST00000715152.1	2464
ENST00000715153.1	2446
ENST00000349496.11	2454
ENST00000644906.2	2334
ENST00000715155.1	2450
ENST00000646116.1	2566
ENST00000644873.1	2418
ENST00000644867.1	2410
ENST00000646725.1	2335
ENST00000645493.1	2527
ENST00000646369.1	2395
ENST00000643977.1	2372
ENST00000647413.2	2360
ENST00000644524.1	2722
ENST00000645305.1	2644
ENST00000643297.1	2559
ENST00000450969.6	2558
ENST00000642315.1	2527
ENST00000645320.1	4083
ENST00000441708.2	3680
ENST00000647021.1	2761
ENST00000471014.2	333
ENST00000644501.1	446
ENST00000643541.1	2607
ENST00000426215.6	2646
ENST00000645210.1	2503
ENST00000646381.1	2627
ENST00000405570.6	2480
ENST00000642248.1	2458
ENST00000433400.6	3043
ENST00000642992.1	2467
ENST00000431914.6	2433
ENST00000642836.1	2539
ENST00000396185.8	2612
ENST00000715148.1	2585
ENST00000642986.1	2605
ENST00000644678.1	2714
ENST00000396183.7	2567
ENST00000643031.1	2567
ENST00000645982.1	2559
ENST00000453024.6	2688
ENST00000647264.1	2597
ENST00000645900.1	2615
ENST00000646174.1	2468
ENST00000645927.2	2553
ENST00000643992.1	2522
ENST00000647390.1	2467
ENST00000642886.1	2404
ENST00000643052.1	4211
ENST00000715150.1	2510
ENST00000715151.1	2507
ENST00000645276.1	2502
ENST00000646074.1	2571
ENST00000642426.1	2508
ENST00000715152.1	2506
ENST00000715153.1	2488
ENST00000349496.11	2496
ENST00000644906.2	2376
ENST00000715155.1	2492
ENST00000646116.1	2608
ENST00000644873.1	2460
ENST00000644867.1	2452
ENST00000646725.1	2377
ENST00000645493.1	2569
ENST00000646369.1	2437
ENST00000643977.1	2414
ENST00000647413.2	2402
ENST00000644524.1	2764
ENST00000645305.1	2686
ENST00000643297.1	2601
ENST00000450969.6	2600
ENST00000642315.1	2569
ENST00000645320.1	4125
ENST00000441708.2	3722
ENST00000647021.1	2803
ENST00000471014.2	375
ENST00000644501.1	488
ENST00000643541.1	2634
ENST00000426215.6	2673
ENST00000645210.1	2530
ENST00000646381.1	2654
ENST00000405570.6	2507
ENST00000642248.1	2485
ENST00000433400.6	3070
ENST00000642992.1	2494
ENST00000431914.6	2460
ENST00000642836.1	2566
ENST00000396185.8	2639
ENST00000715148.1	2612
ENST00000642986.1	2632
ENST00000644678.1	2741
ENST00000396183.7	2594
ENST00000643031.1	2594
ENST00000645982.1	2586
ENST00000453024.6	2715
ENST00000647264.1	2624
ENST00000645900.1	2642
ENST00000646174.1	2495
ENST00000645927.2	2580
ENST00000643992.1	2549
ENST00000647390.1	2494
ENST00000642886.1	2431
ENST00000643052.1	4238
ENST00000715150.1	2537
ENST00000715151.1	2534
ENST00000645276.1	2529
ENST00000646074.1	2598
ENST00000642426.1	2535
ENST00000715152.1	2533
ENST00000715153.1	2515
ENST00000349496.11	2523
ENST00000644906.2	2403
ENST00000715155.1	2519
ENST00000646116.1	2635
ENST00000644873.1	2487
ENST00000644867.1	2479
ENST00000646725.1	2404
ENST00000645493.1	2596
ENST00000646369.1	2464
ENST00000643977.1	2441
ENST00000647413.2	2429
ENST00000644524.1	2791
ENST00000645305.1	2713
ENST00000643297.1	2628
ENST00000450969.6	2627
ENST00000642315.1	2596
ENST00000645320.1	4152
ENST00000441708.2	3749
ENST00000647021.1	2830
ENST00000471014.2	402
ENST00000644501.1	515
ENST00000643541.1	2664
ENST00000426215.6	2703
ENST00000645210.1	2560
ENST00000646381.1	2684
ENST00000405570.6	2537
ENST00000642248.1	2515
ENST00000433400.6	3100
ENST00000642992.1	2524
ENST00000431914.6	2490
ENST00000642836.1	2596
ENST00000396185.8	2669
ENST00000715148.1	2642
ENST00000642986.1	2662
ENST00000644678.1	2771
ENST00000396183.7	2624
ENST00000643031.1	2624
ENST00000645982.1	2616
ENST00000453024.6	2745
ENST00000647264.1	2654
ENST00000645900.1	2672
ENST00000646174.1	2525
ENST00000645927.2	2610
ENST00000643992.1	2579
ENST00000647390.1	2524
ENST00000642886.1	2461
ENST00000643052.1	4268
ENST00000715150.1	2567
ENST00000715151.1	2564
ENST00000645276.1	2559
ENST00000646074.1	2628
ENST00000642426.1	2565
ENST00000715152.1	2563
ENST00000715153.1	2545
ENST00000349496.11	2553
ENST00000644906.2	2433
ENST00000715155.1	2549
ENST00000646116.1	2665
ENST00000644873.1	2517
ENST00000644867.1	2509
ENST00000646725.1	2434
ENST00000645493.1	2626
ENST00000646369.1	2494
ENST00000643977.1	2471
ENST00000647413.2	2459
ENST00000644524.1	2821
ENST00000645305.1	2743
ENST00000643297.1	2658
ENST00000450969.6	2657
ENST00000642315.1	2626
ENST00000645320.1	4182
ENST00000441708.2	3779
ENST00000647021.1	2860
ENST00000471014.2	432
ENST00000644501.1	545
ENST00000643541.1	2749
ENST00000426215.6	2788
ENST00000645210.1	2645
ENST00000646381.1	2769
ENST00000642992.1	2609
ENST00000642836.1	2681
ENST00000642986.1	2747
ENST00000644678.1	2856
ENST00000647264.1	2739
ENST00000645900.1	2757
ENST00000646174.1	2610
ENST00000645927.2	2695
ENST00000642886.1	2546
ENST00000643052.1	4353
ENST00000645276.1	2644
ENST00000646074.1	2713
ENST00000349496.11	2638
ENST00000644906.2	2518
ENST00000644873.1	2602
ENST00000644867.1	2594
ENST00000645493.1	2711
ENST00000643977.1	2556
ENST00000647413.2	2544
ENST00000644524.1	2906
ENST00000645305.1	2828
ENST00000643297.1	2743
ENST00000645320.1	4267
ENST00000647021.1	2945
ENST00000644501.1	630
ENST00000643541.1	2835
ENST00000426215.6	2874
ENST00000645210.1	2731
ENST00000646381.1	2855
ENST00000642992.1	2695
ENST00000642836.1	2767
ENST00000642986.1	2833
ENST00000644678.1	2942
ENST00000647264.1	2825
ENST00000645900.1	2843
ENST00000646174.1	2696
ENST00000645927.2	2781
ENST00000642886.1	2632
ENST00000643052.1	4439
ENST00000645276.1	2730
ENST00000646074.1	2799
ENST00000349496.11	2724
ENST00000644906.2	2604
ENST00000644873.1	2688
ENST00000644867.1	2680
ENST00000645493.1	2797
ENST00000643977.1	2642
ENST00000647413.2	2630
ENST00000644524.1	2992
ENST00000645305.1	2914
ENST00000643297.1	2829
ENST00000645320.1	4353
ENST00000647021.1	3031
ENST00000644501.1	716
ENST00000643541.1	3002
ENST00000426215.6	3041
ENST00000645210.1	2898
ENST00000646381.1	3022
ENST00000642248.1	2548
ENST00000433400.6	3133
ENST00000642992.1	2862
ENST00000431914.6	2523
ENST00000642836.1	2934
ENST00000396185.8	2702
ENST00000715148.1	2675
ENST00000642986.1	3000
ENST00000644678.1	3109
ENST00000453024.6	2778
ENST00000647264.1	2992
ENST00000645900.1	3010
ENST00000646174.1	2863
ENST00000645927.2	2948
ENST00000643992.1	2631
ENST00000647390.1	2557
ENST00000642886.1	2799
ENST00000643052.1	4606
ENST00000645276.1	2897
ENST00000646074.1	2966
ENST00000715153.1	2578
ENST00000349496.11	2891
ENST00000644906.2	2771
ENST00000644873.1	2855
ENST00000644867.1	2847
ENST00000646725.1	2467
ENST00000645493.1	2964
ENST00000643977.1	2809
ENST00000647413.2	2797
ENST00000644524.1	3159
ENST00000645305.1	3081
ENST00000643297.1	2996
ENST00000642315.1	2659
ENST00000645320.1	4520
ENST00000441708.2	3812
ENST00000647021.1	3198
ENST00000644501.1	883
ENST00000643541.1	3075
ENST00000426215.6	3114
ENST00000645210.1	2971
ENST00000646381.1	3095
ENST00000642248.1	2621
ENST00000433400.6	3206
ENST00000642992.1	2935
ENST00000431914.6	2596
ENST00000642836.1	3007
ENST00000396185.8	2775
ENST00000715148.1	2748
ENST00000642986.1	3073
ENST00000644678.1	3182
ENST00000453024.6	2851
ENST00000645900.1	3083
ENST00000645927.2	3021
ENST00000643992.1	2704
ENST00000647390.1	2630
